microtime,millitime,numrecords,cptr
3577280,3577,89431,0x700078B0
3577320,3577,89432,0x700078C0
3577360,3577,89433,0x700078D0
3577400,3577,89434,0x700078E0
3577440,3577,89435,0x700078F0
3577480,3578,89436,0x70007900
3577520,3578,89437,0x70007910
3577560,3578,89438,0x70007920
3577600,3578,89439,0x70007930
3577640,3578,89440,0x70007940
3577680,3578,89441,0x70007950
3577720,3578,89442,0x70007960
3577760,3578,89443,0x70007970
3577800,3578,89444,0x70007980
3577840,3578,89445,0x70007990
3577880,3578,89446,0x700079A0
3577920,3578,89447,0x700079B0
3577960,3578,89448,0x700079C0
3578000,3578,89449,0x700079D0
3578040,3578,89450,0x700079E0
3578080,3578,89451,0x700079F0
3578120,3578,89452,0x70007A00
3578160,3578,89453,0x70007A10
3578200,3578,89454,0x70007A20
3578240,3578,89455,0x70007A30
3578280,3578,89456,0x70007A40
3578320,3578,89457,0x70007A50
3578360,3578,89458,0x70007A60
3578400,3578,89459,0x70007A70
3578440,3578,89460,0x70007A80
3578480,3579,89461,0x70007A90
3578520,3579,89462,0x70007AA0
3578560,3579,89463,0x70007AB0
3578600,3579,89464,0x70007AC0
3578640,3579,89465,0x70007AD0
3578680,3579,89466,0x70007AE0
3578720,3579,89467,0x70007AF0
3578760,3579,89468,0x70007B00
3578800,3579,89469,0x70007B10
3578840,3579,89470,0x70007B20
3578880,3579,89471,0x70007B30
3578920,3579,89472,0x70007B40
3578960,3579,89473,0x70007B50
3579000,3579,89474,0x70007B60
3579040,3579,89475,0x70007B70
3579080,3579,89476,0x70007B80
3579120,3579,89477,0x70007B90
3579160,3579,89478,0x70007BA0
3579200,3579,89479,0x70007BB0
3579240,3579,89480,0x70007BC0
3579280,3579,89481,0x70007BD0
3579320,3579,89482,0x70007BE0
3579360,3579,89483,0x70007BF0
3579400,3579,89484,0x70007C00
3579440,3579,89485,0x70007C10
3579480,3580,89486,0x70007C20
3579520,3580,89487,0x70007C30
3579560,3580,89488,0x70007C40
3579600,3580,89489,0x70007C50
3579640,3580,89490,0x70007C60
3579680,3580,89491,0x70007C70
3579720,3580,89492,0x70007C80
3579760,3580,89493,0x70007C90
3579800,3580,89494,0x70007CA0
3579840,3580,89495,0x70007CB0
3579880,3580,89496,0x70007CC0
3579920,3580,89497,0x70007CD0
3579960,3580,89498,0x70007CE0
3580000,3580,89499,0x70007CF0
3580040,3580,89500,0x70007D00
3580080,3580,89501,0x70007D10
3580120,3580,89502,0x70007D20
3580160,3580,89503,0x70007D30
3580200,3580,89504,0x70007D40
3580240,3580,89505,0x70007D50
3580280,3580,89506,0x70007D60
3580320,3580,89507,0x70007D70
3580360,3580,89508,0x70007D80
3580400,3580,89509,0x70007D90
3580440,3580,89510,0x70007DA0
3580480,3581,89511,0x70007DB0
3580520,3581,89512,0x70007DC0
3580560,3581,89513,0x70007DD0
3580600,3581,89514,0x70007DE0
3580640,3581,89515,0x70007DF0
3580680,3581,89516,0x70007E00
3580720,3581,89517,0x70007E10
3580760,3581,89518,0x70007E20
3580800,3581,89519,0x70007E30
3580840,3581,89520,0x70007E40
3580880,3581,89521,0x70007E50
3580920,3581,89522,0x70007E60
3580960,3581,89523,0x70007E70
3581000,3581,89524,0x70007E80
3581040,3581,89525,0x70007E90
3581080,3581,89526,0x70007EA0
3581120,3581,89527,0x70007EB0
3581160,3581,89528,0x70007EC0
3581200,3581,89529,0x70007ED0
3581240,3581,89530,0x70007EE0
3581280,3581,89531,0x70007EF0
3581320,3581,89532,0x70007F00
3581360,3581,89533,0x70007F10
3581400,3581,89534,0x70007F20
3581440,3581,89535,0x70007F30
3581480,3582,89536,0x70007F40
3581520,3582,89537,0x70007F50
3581560,3582,89538,0x70007F60
3581600,3582,89539,0x70007F70
3581640,3582,89540,0x70007F80
3581680,3582,89541,0x70007F90
3581720,3582,89542,0x70007FA0
3581760,3582,89543,0x70007FB0
3581800,3582,89544,0x70007FC0
3581840,3582,89545,0x70007FD0
3581880,3582,89546,0x70007FE0
3581920,3582,89547,0x70007FF0
3581960,3582,89548,0x70008000
3582000,3582,89549,0x70008010
3582040,3582,89550,0x70008020
3582080,3582,89551,0x70008030
3582120,3582,89552,0x70008040
3582160,3582,89553,0x70008050
3582200,3582,89554,0x70008060
3582240,3582,89555,0x70008070
3582280,3582,89556,0x70008080
3582320,3582,89557,0x70008090
3582360,3582,89558,0x700080A0
3582400,3582,89559,0x700080B0
3582440,3582,89560,0x700080C0
3582480,3583,89561,0x700080D0
3582520,3583,89562,0x700080E0
3582560,3583,89563,0x700080F0
3582600,3583,89564,0x70008100
3582640,3583,89565,0x70008110
3582680,3583,89566,0x70008120
3582720,3583,89567,0x70008130
3582760,3583,89568,0x70008140
3582800,3583,89569,0x70008150
3582840,3583,89570,0x70008160
3582880,3583,89571,0x70008170
3582920,3583,89572,0x70008180
3582960,3583,89573,0x70008190
3583000,3583,89574,0x700081A0
3583040,3583,89575,0x700081B0
3583080,3583,89576,0x700081C0
3583120,3583,89577,0x700081D0
3583160,3583,89578,0x700081E0
3583200,3583,89579,0x700081F0
3583240,3583,89580,0x70008200
3583280,3583,89581,0x70008210
3583320,3583,89582,0x70008220
3583360,3583,89583,0x70008230
3583400,3583,89584,0x70008240
3583440,3583,89585,0x70008250
3583480,3584,89586,0x70008260
3583520,3584,89587,0x70008270
3583560,3584,89588,0x70008280
3583600,3584,89589,0x70008290
3583640,3584,89590,0x700082A0
3583680,3584,89591,0x700082B0
3583720,3584,89592,0x700082C0
3583760,3584,89593,0x700082D0
3583800,3584,89594,0x700082E0
3583840,3584,89595,0x700082F0
3583880,3584,89596,0x70008300
3583920,3584,89597,0x70008310
3583960,3584,89598,0x70008320
3584000,3584,89599,0x70008330
3584040,3584,89600,0x70008340
3584080,3584,89601,0x70008350
3584120,3584,89602,0x70008360
3584160,3584,89603,0x70008370
3584200,3584,89604,0x70008380
3584240,3584,89605,0x70008390
3584280,3584,89606,0x700083A0
3584320,3584,89607,0x700083B0
3584360,3584,89608,0x700083C0
3584400,3584,89609,0x700083D0
3584440,3584,89610,0x700083E0
3584480,3585,89611,0x700083F0
3584520,3585,89612,0x70008400
3584560,3585,89613,0x70008410
3584600,3585,89614,0x70008420
3584640,3585,89615,0x70008430
3584680,3585,89616,0x70008440
3584720,3585,89617,0x70008450
3584760,3585,89618,0x70008460
3584800,3585,89619,0x70008470
3584840,3585,89620,0x70008480
3584880,3585,89621,0x70008490
3584920,3585,89622,0x700084A0
3584960,3585,89623,0x700084B0
3585000,3585,89624,0x700084C0
3585040,3585,89625,0x700084D0
3585080,3585,89626,0x700084E0
3585120,3585,89627,0x700084F0
3585160,3585,89628,0x70008500
3585200,3585,89629,0x70008510
3585240,3585,89630,0x70008520
3585280,3585,89631,0x70008530
3585320,3585,89632,0x70008540
3585360,3585,89633,0x70008550
3585400,3585,89634,0x70008560
3585440,3585,89635,0x70008570
3585480,3586,89636,0x70008580
3585520,3586,89637,0x70008590
3585560,3586,89638,0x700085A0
3585600,3586,89639,0x700085B0
3585640,3586,89640,0x700085C0
3585680,3586,89641,0x700085D0
3585720,3586,89642,0x700085E0
3585760,3586,89643,0x700085F0
3585800,3586,89644,0x70008600
3585840,3586,89645,0x70008610
3585880,3586,89646,0x70008620
3585920,3586,89647,0x70008630
3585960,3586,89648,0x70008640
3586000,3586,89649,0x70008650
3586040,3586,89650,0x70008660
3586080,3586,89651,0x70008670
3586120,3586,89652,0x70008680
3586160,3586,89653,0x70008690
3586200,3586,89654,0x700086A0
3586240,3586,89655,0x700086B0
3586280,3586,89656,0x700086C0
3586320,3586,89657,0x700086D0
3586360,3586,89658,0x700086E0
3586400,3586,89659,0x700086F0
3586440,3586,89660,0x70008700
3586480,3587,89661,0x70008710
3586520,3587,89662,0x70008720
3586560,3587,89663,0x70008730
3586600,3587,89664,0x70008740
3586640,3587,89665,0x70008750
3586680,3587,89666,0x70008760
3586720,3587,89667,0x70008770
3586760,3587,89668,0x70008780
3586800,3587,89669,0x70008790
3586840,3587,89670,0x700087A0
3586880,3587,89671,0x700087B0
3586920,3587,89672,0x700087C0
3586960,3587,89673,0x700087D0
3587000,3587,89674,0x700087E0
3587040,3587,89675,0x700087F0
3587080,3587,89676,0x70008800
3587120,3587,89677,0x70008810
3587160,3587,89678,0x70008820
3587200,3587,89679,0x70008830
3587240,3587,89680,0x70008840
3587280,3587,89681,0x70008850
3587320,3587,89682,0x70008860
3587360,3587,89683,0x70008870
3587400,3587,89684,0x70008880
3587440,3587,89685,0x70008890
3587480,3588,89686,0x700088A0
3587520,3588,89687,0x700088B0
3587560,3588,89688,0x700088C0
3587600,3588,89689,0x700088D0
3587640,3588,89690,0x700088E0
3587680,3588,89691,0x700088F0
3587720,3588,89692,0x70008900
3587760,3588,89693,0x70008910
3587800,3588,89694,0x70008920
3587840,3588,89695,0x70008930
3587880,3588,89696,0x70008940
3587920,3588,89697,0x70008950
3587960,3588,89698,0x70008960
3588000,3588,89699,0x70008970
3588040,3588,89700,0x70008980
3588080,3588,89701,0x70008990
3588120,3588,89702,0x700089A0
3588160,3588,89703,0x700089B0
3588200,3588,89704,0x700089C0
3588240,3588,89705,0x700089D0
3588280,3588,89706,0x700089E0
3588320,3588,89707,0x700089F0
3588360,3588,89708,0x70008A00
3588400,3588,89709,0x70008A10
3588440,3588,89710,0x70008A20
3588480,3589,89711,0x70008A30
3588520,3589,89712,0x70008A40
3588560,3589,89713,0x70008A50
3588600,3589,89714,0x70008A60
3588640,3589,89715,0x70008A70
3588680,3589,89716,0x70008A80
3588720,3589,89717,0x70008A90
3588760,3589,89718,0x70008AA0
3588800,3589,89719,0x70008AB0
3588840,3589,89720,0x70008AC0
3588880,3589,89721,0x70008AD0
3588920,3589,89722,0x70008AE0
3588960,3589,89723,0x70008AF0
3589000,3589,89724,0x70008B00
3589040,3589,89725,0x70008B10
3589080,3589,89726,0x70008B20
3589120,3589,89727,0x70008B30
3589160,3589,89728,0x70008B40
3589200,3589,89729,0x70008B50
3589240,3589,89730,0x70008B60
3589280,3589,89731,0x70008B70
3589320,3589,89732,0x70008B80
3589360,3589,89733,0x70008B90
3589400,3589,89734,0x70008BA0
3589440,3589,89735,0x70008BB0
3589480,3590,89736,0x70008BC0
3589520,3590,89737,0x70008BD0
3589560,3590,89738,0x70008BE0
3589600,3590,89739,0x70008BF0
3589640,3590,89740,0x70008C00
3589680,3590,89741,0x70008C10
3589720,3590,89742,0x70008C20
3589760,3590,89743,0x70008C30
3589800,3590,89744,0x70008C40
3589840,3590,89745,0x70008C50
3589880,3590,89746,0x70008C60
3589920,3590,89747,0x70008C70
3589960,3590,89748,0x70008C80
3590000,3590,89749,0x70008C90
3590040,3590,89750,0x70008CA0
3590080,3590,89751,0x70008CB0
3590120,3590,89752,0x70008CC0
3590160,3590,89753,0x70008CD0
3590200,3590,89754,0x70008CE0
3590240,3590,89755,0x70008CF0
3590280,3590,89756,0x70008D00
3590320,3590,89757,0x70008D10
3590360,3590,89758,0x70008D20
3590400,3590,89759,0x70008D30
3590440,3590,89760,0x70008D40
3590480,3591,89761,0x70008D50
3590520,3591,89762,0x70008D60
3590560,3591,89763,0x70008D70
3590600,3591,89764,0x70008D80
3590640,3591,89765,0x70008D90
3590680,3591,89766,0x70008DA0
3590720,3591,89767,0x70008DB0
3590760,3591,89768,0x70008DC0
3590800,3591,89769,0x70008DD0
3590840,3591,89770,0x70008DE0
3590880,3591,89771,0x70008DF0
3590920,3591,89772,0x70008E00
3590960,3591,89773,0x70008E10
3591000,3591,89774,0x70008E20
3591040,3591,89775,0x70008E30
3591080,3591,89776,0x70008E40
3591120,3591,89777,0x70008E50
3591160,3591,89778,0x70008E60
3591200,3591,89779,0x70008E70
3591240,3591,89780,0x70008E80
3591280,3591,89781,0x70008E90
3591320,3591,89782,0x70008EA0
3591360,3591,89783,0x70008EB0
3591400,3591,89784,0x70008EC0
3591440,3591,89785,0x70008ED0
3591480,3592,89786,0x70008EE0
3591520,3592,89787,0x70008EF0
3591560,3592,89788,0x70008F00
3591600,3592,89789,0x70008F10
3591640,3592,89790,0x70008F20
3591680,3592,89791,0x70008F30
3591720,3592,89792,0x70008F40
3591760,3592,89793,0x70008F50
3591800,3592,89794,0x70008F60
3591840,3592,89795,0x70008F70
3591880,3592,89796,0x70008F80
3591920,3592,89797,0x70008F90
3591960,3592,89798,0x70008FA0
3592000,3592,89799,0x70008FB0
3592040,3592,89800,0x70008FC0
3592080,3592,89801,0x70008FD0
3592120,3592,89802,0x70008FE0
3592160,3592,89803,0x70008FF0
3592200,3592,89804,0x70009000
3592240,3592,89805,0x70009010
3592280,3592,89806,0x70009020
3592320,3592,89807,0x70009030
3592360,3592,89808,0x70009040
3592400,3592,89809,0x70009050
3592440,3592,89810,0x70009060
3592480,3593,89811,0x70009070
3592520,3593,89812,0x70009080
3592560,3593,89813,0x70009090
3592600,3593,89814,0x700090A0
3592640,3593,89815,0x700090B0
3592680,3593,89816,0x700090C0
3592720,3593,89817,0x700090D0
3592760,3593,89818,0x700090E0
3592800,3593,89819,0x700090F0
3592840,3593,89820,0x70009100
3592880,3593,89821,0x70009110
3592920,3593,89822,0x70009120
3592960,3593,89823,0x70009130
3593000,3593,89824,0x70009140
3593040,3593,89825,0x70009150
3593080,3593,89826,0x70009160
3593120,3593,89827,0x70009170
3593160,3593,89828,0x70009180
3593200,3593,89829,0x70009190
3593240,3593,89830,0x700091A0
3593280,3593,89831,0x700091B0
3593320,3593,89832,0x700091C0
3593360,3593,89833,0x700091D0
3593400,3593,89834,0x700091E0
3593440,3593,89835,0x700091F0
3593480,3594,89836,0x70009200
3593520,3594,89837,0x70009210
3593560,3594,89838,0x70009220
3593600,3594,89839,0x70009230
3593640,3594,89840,0x70009240
3593680,3594,89841,0x70009250
3593720,3594,89842,0x70009260
3593760,3594,89843,0x70009270
3593800,3594,89844,0x70009280
3593840,3594,89845,0x70009290
3593880,3594,89846,0x700092A0
3593920,3594,89847,0x700092B0
3593960,3594,89848,0x700092C0
3594000,3594,89849,0x700092D0
3594040,3594,89850,0x700092E0
3594080,3594,89851,0x700092F0
3594120,3594,89852,0x70009300
3594160,3594,89853,0x70009310
3594200,3594,89854,0x70009320
3594240,3594,89855,0x70009330
3594280,3594,89856,0x70009340
3594320,3594,89857,0x70009350
3594360,3594,89858,0x70009360
3594400,3594,89859,0x70009370
3594440,3594,89860,0x70009380
3594480,3595,89861,0x70009390
3594520,3595,89862,0x700093A0
3594560,3595,89863,0x700093B0
3594600,3595,89864,0x700093C0
3594640,3595,89865,0x700093D0
3594680,3595,89866,0x700093E0
3594720,3595,89867,0x700093F0
3594760,3595,89868,0x70009400
3594800,3595,89869,0x70009410
3594840,3595,89870,0x70009420
3594880,3595,89871,0x70009430
3594920,3595,89872,0x70009440
3594960,3595,89873,0x70009450
3595000,3595,89874,0x70009460
3595040,3595,89875,0x70009470
3595080,3595,89876,0x70009480
3595120,3595,89877,0x70009490
3595160,3595,89878,0x700094A0
3595200,3595,89879,0x700094B0
3595240,3595,89880,0x700094C0
3595280,3595,89881,0x700094D0
3595320,3595,89882,0x700094E0
3595360,3595,89883,0x700094F0
3595400,3595,89884,0x70009500
3595440,3595,89885,0x70009510
3595480,3596,89886,0x70009520
3595520,3596,89887,0x70009530
3595560,3596,89888,0x70009540
3595600,3596,89889,0x70009550
3595640,3596,89890,0x70009560
3595680,3596,89891,0x70009570
3595720,3596,89892,0x70009580
3595760,3596,89893,0x70009590
3595800,3596,89894,0x700095A0
3595840,3596,89895,0x700095B0
3595880,3596,89896,0x700095C0
3595920,3596,89897,0x700095D0
3595960,3596,89898,0x700095E0
3596000,3596,89899,0x700095F0
3596040,3596,89900,0x70009600
3596080,3596,89901,0x70009610
3596120,3596,89902,0x70009620
3596160,3596,89903,0x70009630
3596200,3596,89904,0x70009640
3596240,3596,89905,0x70009650
3596280,3596,89906,0x70009660
3596320,3596,89907,0x70009670
3596360,3596,89908,0x70009680
3596400,3596,89909,0x70009690
3596440,3596,89910,0x700096A0
3596480,3597,89911,0x700096B0
3596520,3597,89912,0x700096C0
3596560,3597,89913,0x700096D0
3596600,3597,89914,0x700096E0
3596640,3597,89915,0x700096F0
3596680,3597,89916,0x70009700
3596720,3597,89917,0x70009710
3596760,3597,89918,0x70009720
3596800,3597,89919,0x70009730
3596840,3597,89920,0x70009740
3596880,3597,89921,0x70009750
3596920,3597,89922,0x70009760
3596960,3597,89923,0x70009770
3597000,3597,89924,0x70009780
3597040,3597,89925,0x70009790
3597080,3597,89926,0x700097A0
3597120,3597,89927,0x700097B0
3597160,3597,89928,0x700097C0
3597200,3597,89929,0x700097D0
3597240,3597,89930,0x700097E0
3597280,3597,89931,0x700097F0
3597320,3597,89932,0x70009800
3597360,3597,89933,0x70009810
3597400,3597,89934,0x70009820
3597440,3597,89935,0x70009830
3597480,3598,89936,0x70009840
3597520,3598,89937,0x70009850
3597560,3598,89938,0x70009860
3597600,3598,89939,0x70009870
3597640,3598,89940,0x70009880
3597680,3598,89941,0x70009890
3597720,3598,89942,0x700098A0
3597760,3598,89943,0x700098B0
3597800,3598,89944,0x700098C0
3597840,3598,89945,0x700098D0
3597880,3598,89946,0x700098E0
3597920,3598,89947,0x700098F0
3597960,3598,89948,0x70009900
3598000,3598,89949,0x70009910
3598040,3598,89950,0x70009920
3598080,3598,89951,0x70009930
3598120,3598,89952,0x70009940
3598160,3598,89953,0x70009950
3598200,3598,89954,0x70009960
3598240,3598,89955,0x70009970
3598280,3598,89956,0x70009980
3598320,3598,89957,0x70009990
3598360,3598,89958,0x700099A0
3598400,3598,89959,0x700099B0
3598440,3598,89960,0x700099C0
3598480,3599,89961,0x700099D0
3598520,3599,89962,0x700099E0
3598560,3599,89963,0x700099F0
3598600,3599,89964,0x70009A00
3598640,3599,89965,0x70009A10
3598680,3599,89966,0x70009A20
3598720,3599,89967,0x70009A30
3598760,3599,89968,0x70009A40
3598800,3599,89969,0x70009A50
3598840,3599,89970,0x70009A60
3598880,3599,89971,0x70009A70
3598920,3599,89972,0x70009A80
3598960,3599,89973,0x70009A90
3599000,3599,89974,0x70009AA0
3599040,3599,89975,0x70009AB0
3599080,3599,89976,0x70009AC0
3599120,3599,89977,0x70009AD0
3599160,3599,89978,0x70009AE0
3599200,3599,89979,0x70009AF0
3599240,3599,89980,0x70009B00
3599280,3599,89981,0x70009B10
3599320,3599,89982,0x70009B20
3599360,3599,89983,0x70009B30
3599400,3599,89984,0x70009B40
3599440,3599,89985,0x70009B50
3599480,3600,89986,0x70009B60
3599520,3600,89987,0x70009B70
3599560,3600,89988,0x70009B80
3599600,3600,89989,0x70009B90
3599640,3600,89990,0x70009BA0
3599680,3600,89991,0x70009BB0
3599720,3600,89992,0x70009BC0
3599760,3600,89993,0x70009BD0
3599800,3600,89994,0x70009BE0
3599840,3600,89995,0x70009BF0
3599880,3600,89996,0x70009C00
3599920,3600,89997,0x70009C10
3599960,3600,89998,0x70009C20
3600000,3600,89999,0x70009C30
3600040,3600,90000,0x70000000
3600080,3600,90001,0x70000010
3600120,3600,90002,0x70000020
3600160,3600,90003,0x70000030
3600200,3600,90004,0x70000040
3600240,3600,90005,0x70000050
3600280,3600,90006,0x70000060
3600320,3600,90007,0x70000070
3600360,3600,90008,0x70000080
3600400,3600,90009,0x70000090
3600440,3600,90010,0x700000A0
3600480,3601,90011,0x700000B0
3600520,3601,90012,0x700000C0
3600560,3601,90013,0x700000D0
3600600,3601,90014,0x700000E0
3600640,3601,90015,0x700000F0
3600680,3601,90016,0x70000100
3600720,3601,90017,0x70000110
3600760,3601,90018,0x70000120
3600800,3601,90019,0x70000130
3600840,3601,90020,0x70000140
3600880,3601,90021,0x70000150
3600920,3601,90022,0x70000160
3600960,3601,90023,0x70000170
3601000,3601,90024,0x70000180
3601040,3601,90025,0x70000190
3601080,3601,90026,0x700001A0
3601120,3601,90027,0x700001B0
3601160,3601,90028,0x700001C0
3601200,3601,90029,0x700001D0
3601240,3601,90030,0x700001E0
3601280,3601,90031,0x700001F0
3601320,3601,90032,0x70000200
3601360,3601,90033,0x70000210
3601400,3601,90034,0x70000220
3601440,3601,90035,0x70000230
3601480,3602,90036,0x70000240
3601520,3602,90037,0x70000250
3601560,3602,90038,0x70000260
3601600,3602,90039,0x70000270
3601640,3602,90040,0x70000280
3601680,3602,90041,0x70000290
3601720,3602,90042,0x700002A0
3601760,3602,90043,0x700002B0
3601800,3602,90044,0x700002C0
3601840,3602,90045,0x700002D0
3601880,3602,90046,0x700002E0
3601920,3602,90047,0x700002F0
3601960,3602,90048,0x70000300
3602000,3602,90049,0x70000310
3602040,3602,90050,0x70000320
3602080,3602,90051,0x70000330
3602120,3602,90052,0x70000340
3602160,3602,90053,0x70000350
3602200,3602,90054,0x70000360
3602240,3602,90055,0x70000370
3602280,3602,90056,0x70000380
3602320,3602,90057,0x70000390
3602360,3602,90058,0x700003A0
3602400,3602,90059,0x700003B0
3602440,3602,90060,0x700003C0
3602480,3603,90061,0x700003D0
3602520,3603,90062,0x700003E0
3602560,3603,90063,0x700003F0
3602600,3603,90064,0x70000400
3602640,3603,90065,0x70000410
3602680,3603,90066,0x70000420
3602720,3603,90067,0x70000430
3602760,3603,90068,0x70000440
3602800,3603,90069,0x70000450
3602840,3603,90070,0x70000460
3602880,3603,90071,0x70000470
3602920,3603,90072,0x70000480
3602960,3603,90073,0x70000490
3603000,3603,90074,0x700004A0
3603040,3603,90075,0x700004B0
3603080,3603,90076,0x700004C0
3603120,3603,90077,0x700004D0
3603160,3603,90078,0x700004E0
3603200,3603,90079,0x700004F0
3603240,3603,90080,0x70000500
3603280,3603,90081,0x70000510
3603320,3603,90082,0x70000520
3603360,3603,90083,0x70000530
3603400,3603,90084,0x70000540
3603440,3603,90085,0x70000550
3603480,3604,90086,0x70000560
3603520,3604,90087,0x70000570
3603560,3604,90088,0x70000580
3603600,3604,90089,0x70000590
3603640,3604,90090,0x700005A0
3603680,3604,90091,0x700005B0
3603720,3604,90092,0x700005C0
3603760,3604,90093,0x700005D0
3603800,3604,90094,0x700005E0
3603840,3604,90095,0x700005F0
3603880,3604,90096,0x70000600
3603920,3604,90097,0x70000610
3603960,3604,90098,0x70000620
3604000,3604,90099,0x70000630
3604040,3604,90100,0x70000640
3604080,3604,90101,0x70000650
3604120,3604,90102,0x70000660
3604160,3604,90103,0x70000670
3604200,3604,90104,0x70000680
3604240,3604,90105,0x70000690
3604280,3604,90106,0x700006A0
3604320,3604,90107,0x700006B0
3604360,3604,90108,0x700006C0
3604400,3604,90109,0x700006D0
3604440,3604,90110,0x700006E0
3604480,3605,90111,0x700006F0
3604520,3605,90112,0x70000700
3604560,3605,90113,0x70000710
3604600,3605,90114,0x70000720
3604640,3605,90115,0x70000730
3604680,3605,90116,0x70000740
3604720,3605,90117,0x70000750
3604760,3605,90118,0x70000760
3604800,3605,90119,0x70000770
3604840,3605,90120,0x70000780
3604880,3605,90121,0x70000790
3604920,3605,90122,0x700007A0
3604960,3605,90123,0x700007B0
3605000,3605,90124,0x700007C0
3605040,3605,90125,0x700007D0
3605080,3605,90126,0x700007E0
3605120,3605,90127,0x700007F0
3605160,3605,90128,0x70000800
3605200,3605,90129,0x70000810
3605240,3605,90130,0x70000820
3605280,3605,90131,0x70000830
3605320,3605,90132,0x70000840
3605360,3605,90133,0x70000850
3605400,3605,90134,0x70000860
3605440,3605,90135,0x70000870
3605480,3606,90136,0x70000880
3605520,3606,90137,0x70000890
3605560,3606,90138,0x700008A0
3605600,3606,90139,0x700008B0
3605640,3606,90140,0x700008C0
3605680,3606,90141,0x700008D0
3605720,3606,90142,0x700008E0
3605760,3606,90143,0x700008F0
3605800,3606,90144,0x70000900
3605840,3606,90145,0x70000910
3605880,3606,90146,0x70000920
3605920,3606,90147,0x70000930
3605960,3606,90148,0x70000940
3606000,3606,90149,0x70000950
3606040,3606,90150,0x70000960
3606080,3606,90151,0x70000970
3606120,3606,90152,0x70000980
3606160,3606,90153,0x70000990
3606200,3606,90154,0x700009A0
3606240,3606,90155,0x700009B0
3606280,3606,90156,0x700009C0
3606320,3606,90157,0x700009D0
3606360,3606,90158,0x700009E0
3606400,3606,90159,0x700009F0
3606440,3606,90160,0x70000A00
3606480,3607,90161,0x70000A10
3606520,3607,90162,0x70000A20
3606560,3607,90163,0x70000A30
3606600,3607,90164,0x70000A40
3606640,3607,90165,0x70000A50
3606680,3607,90166,0x70000A60
3606720,3607,90167,0x70000A70
3606760,3607,90168,0x70000A80
3606800,3607,90169,0x70000A90
3606840,3607,90170,0x70000AA0
3606880,3607,90171,0x70000AB0
3606920,3607,90172,0x70000AC0
3606960,3607,90173,0x70000AD0
3607000,3607,90174,0x70000AE0
3607040,3607,90175,0x70000AF0
3607080,3607,90176,0x70000B00
3607120,3607,90177,0x70000B10
3607160,3607,90178,0x70000B20
3607200,3607,90179,0x70000B30
3607240,3607,90180,0x70000B40
3607280,3607,90181,0x70000B50
3607320,3607,90182,0x70000B60
3607360,3607,90183,0x70000B70
3607400,3607,90184,0x70000B80
3607440,3607,90185,0x70000B90
3607480,3608,90186,0x70000BA0
3607520,3608,90187,0x70000BB0
3607560,3608,90188,0x70000BC0
3607600,3608,90189,0x70000BD0
3607640,3608,90190,0x70000BE0
3607680,3608,90191,0x70000BF0
3607720,3608,90192,0x70000C00
3607760,3608,90193,0x70000C10
3607800,3608,90194,0x70000C20
3607840,3608,90195,0x70000C30
3607880,3608,90196,0x70000C40
3607920,3608,90197,0x70000C50
3607960,3608,90198,0x70000C60
3608000,3608,90199,0x70000C70
3608040,3608,90200,0x70000C80
3608080,3608,90201,0x70000C90
3608120,3608,90202,0x70000CA0
3608160,3608,90203,0x70000CB0
3608200,3608,90204,0x70000CC0
3608240,3608,90205,0x70000CD0
3608280,3608,90206,0x70000CE0
3608320,3608,90207,0x70000CF0
3608360,3608,90208,0x70000D00
3608400,3608,90209,0x70000D10
3608440,3608,90210,0x70000D20
3608480,3609,90211,0x70000D30
3608520,3609,90212,0x70000D40
3608560,3609,90213,0x70000D50
3608600,3609,90214,0x70000D60
3608640,3609,90215,0x70000D70
3608680,3609,90216,0x70000D80
3608720,3609,90217,0x70000D90
3608760,3609,90218,0x70000DA0
3608800,3609,90219,0x70000DB0
3608840,3609,90220,0x70000DC0
3608880,3609,90221,0x70000DD0
3608920,3609,90222,0x70000DE0
3608960,3609,90223,0x70000DF0
3609000,3609,90224,0x70000E00
3609040,3609,90225,0x70000E10
3609080,3609,90226,0x70000E20
3609120,3609,90227,0x70000E30
3609160,3609,90228,0x70000E40
3609200,3609,90229,0x70000E50
3609240,3609,90230,0x70000E60
3609280,3609,90231,0x70000E70
3609320,3609,90232,0x70000E80
3609360,3609,90233,0x70000E90
3609400,3609,90234,0x70000EA0
3609440,3609,90235,0x70000EB0
3609480,3610,90236,0x70000EC0
3609520,3610,90237,0x70000ED0
3609560,3610,90238,0x70000EE0
3609600,3610,90239,0x70000EF0
3609640,3610,90240,0x70000F00
3609680,3610,90241,0x70000F10
3609720,3610,90242,0x70000F20
3609760,3610,90243,0x70000F30
3609800,3610,90244,0x70000F40
3609840,3610,90245,0x70000F50
3609880,3610,90246,0x70000F60
3609920,3610,90247,0x70000F70
3609960,3610,90248,0x70000F80
3610000,3610,90249,0x70000F90
3610040,3610,90250,0x70000FA0
3610080,3610,90251,0x70000FB0
3610120,3610,90252,0x70000FC0
3610160,3610,90253,0x70000FD0
3610200,3610,90254,0x70000FE0
3610240,3610,90255,0x70000FF0
3610280,3610,90256,0x70001000
3610320,3610,90257,0x70001010
3610360,3610,90258,0x70001020
3610400,3610,90259,0x70001030
3610440,3610,90260,0x70001040
3610480,3611,90261,0x70001050
3610520,3611,90262,0x70001060
3610560,3611,90263,0x70001070
3610600,3611,90264,0x70001080
